course_id,teacher_id,n_lectures,min_working_days,n_students,instance
c0866,t059,7.0,2.0,15.0,Ing0506-3
c0869,t060,7.0,2.0,15.0,Ing0506-3
c0882,t061,7.0,2.0,40.0,Ing0506-3
c0884,t062,7.0,2.0,40.0,Ing0506-3
c0899,t063,3.0,2.0,56.0,Ing0506-3
c0901,t064,3.0,3.0,153.0,Ing0506-3
c0933,t065,3.0,3.0,30.0,Ing0506-3
c0947,t066,7.0,2.0,40.0,Ing0506-3
c0953,t067,7.0,2.0,50.0,Ing0506-3
c0969,t068,7.0,2.0,40.0,Ing0506-3
c0972,t069,7.0,2.0,50.0,Ing0506-3
c0978,t070,7.0,2.0,53.0,Ing0506-3
c0985,t071,7.0,2.0,40.0,Ing0506-3
c1007,t072,3.0,3.0,120.0,Ing0506-3
c1044,t073,7.0,2.0,43.0,Ing0506-3
c0798,t074,5.0,4.0,5.0,Ing0506-3
c0741,t075,6.0,4.0,147.0,Ing0506-3
c0196,t076,5.0,4.0,105.0,Ing0506-3
c0772,t000,3.0,3.0,6.0,Ing0708-1
c0793,t000,3.0,3.0,10.0,Ing0708-1
c0803,t001,3.0,2.0,-20.0,Ing0708-1
c0806,t002,3.0,3.0,10.0,Ing0708-1
c0816,t003,3.0,3.0,24.0,Ing0708-1
c0820,t003,3.0,3.0,16.0,Ing0708-1
c0821,t002,3.0,3.0,16.0,Ing0708-1
c0823,t004,3.0,3.0,19.0,Ing0708-1
c0824,t002,3.0,3.0,16.0,Ing0708-1
c0826,t004,,3.0,19.0,Ing0708-1
c0830,t005,3.0,3.0,29.0,Ing0708-1
c0836,t006,3.0abc,3.0,46.0,Ing0708-1
c0935,t007,6.0,4.0,80.0,Ing0708-1
c1009,t000,3.0,2.0,82.0,Ing0708-1
c1013,t008,3.0,3.0,60.0,Ing0708-1
c1027,t009,6.0,5.0,115.0,Ing0708-1
c1031,t010,6.0,5.0,90.0,Ing0708-1
c1033,t011,6.0,5.0,90.0,Ing0708-1
c1057,t001,3.0,3.0,30.0,Ing0708-1
c1067,t012,3.0,0.0,15.0,Ing0708-1
c1068,t013,3.0,3.0,38.0,Ing0708-1
c1074,t014,3.0,3.0,15.0,Ing0708-1
c0006,t015,3.0,3.0,29.0,Ing0708-1
c0011,t006,3.0abc,3.0,18.0,Ing0708-1
c0018,t016,3.0,3.0,28.0,Ing0708-1
c0026,t017,3.0,3.0,35.0,Ing0708-1
c0027,t018,3.0,3.0,25.0,Ing0708-1
c0046,t019,3.0,3.0,79.0,Ing0708-1
c0050,t020,0.0,1.0,55.0,Ing0708-1
c0051,t021,3.0,3.0,104.0,Ing0708-1
c0059,t022,3.0,3.0,104.0,Ing0708-1
c0064,t023,3.0,3.0,55.0,Ing0708-1
c0073,t024,3.0,3.0,42.0,Ing0708-1
c0080,t025,3.0,3.0,31.0,Ing0708-1
c0091,t026,3.0,3.0,17.0,Ing0708-1
c0097,t027,3.0,3.0,80.0,Ing0708-1
c0099,t028,3.0,3.0,130.0,Ing0708-1
c0101,t029,3.0,3.0,80.0,Ing0708-1
c0105,t030,3.0,3.0,153.0,Ing0708-1
c0109,t001,3.0,10.0,80.0,Ing0708-1
c0180,t031,3.0,3.0,160.0,Ing0708-1
c0184,t032,3.0,3.0,-105.0,Ing0708-1
c0185,t033,3.0,3.0,105.0,Ing0708-1
c0189,t034,3.0,3.0,80.0,Ing0708-1
c0199,t035,3.0,3.0,80.0,Ing0708-1
c0200,t036,3.0,3.0,80.0,Ing0708-1
c0212,t037,3.0,3.0,-112.0,Ing0708-1
c0215,t038,3.0,3.0,83.0,Ing0708-1
c0216,t039,3.0,2.0,112.0,Ing0708-1
c0220,t040,3.0abc,3.0,80.0,Ing0708-1
c0228,t041,3.0,3.0,83.0,Ing0708-1
c0231,t042,3.0,3.0,67.0,Ing0708-1
c0243,t039,3.0,3.0,55.0,Ing0708-1
c0247,t043,3.0,3.0,78.0,Ing0708-1
c0261,t044,3.0,3.0,125.0,Ing0708-1
c0281,t045,3.0,3.0,,Ing0708-1
c0422,t040,3.0,0.0,35.0,Ing0708-1
c0427,t046,3.0,3.0,60.0,Ing0708-1
c0429,t047,3.0,3.0,130.0,Ing0708-1
c0433,t048,3.0,3.0,15.0,Ing0708-1
c0439,,3.0,3.0,30.0,Ing0708-1
c0440,t050,3.0,3.0,15.0,Ing0708-1
c0442,t051,3.0,3.0,15.0,Ing0708-1
c0446,t052,3.0,2.0,5.0,Ing0708-1
c0450,t053,3.0,2.0,82.0,Ing0708-1
c0452,t054,3.0,3.0,60.0,Ing0708-1
c1089,t055,6.0,5.0,130.0,Ing0708-1
c0462,t056,3.0,3.0,81.0,Ing0708-1
c0463,t057,3.0,3.0,81.0,Ing0708-1
c0474,t058,3.0,2.0,68.0,Ing0708-1
c0484,t059,3.0,3.0,38.0,Ing0708-1
c0495,t060,3.0,3.0,19.0,Ing0708-1
c0516,t030,3.0,3.0,40.0,Ing0708-1
c0519,t061,5.0,5.0,75.0,Ing0708-1
c0524,t027,3.0,2.0,45.0,Ing0708-1
c0533,t062,3.0,3.0,40.0,Ing0708-1
c0536,t063,3.0,10.0,15.0,Ing0708-1
c0600,t064,3.0,3.0,37.0,Ing0708-1
c0718,t065,3.0,3.0,5.0,Ing0708-1
c0513,t066,6.0abc,3.0,70.0,Ing0708-1
c0767,t065,3.0,3.0,63.0,Ing0708-1
c1180,t067,3.0,3.0,75.0,Ing0708-1
c1020,t012,-3.0,3.0,25.0,Ing0708-1
c1058,t059,3.0,3.0,55.0,Ing0708-1
c0768,t026,3.0,3.0,40.0,Ing0708-1
ChiGenAn,t000,-3.0,3.0,150.0,Ing0203-1
GeoAn,t001,3.0,3.0,160.0,Ing0203-1
CamEleAn,t002,3.0,3.0,24.0,Ing0203-1
FonChiAn,t003,3.0,3.0,49.0,Ing0203-1
IngConAn,t004,3.0,,100.0,Ing0203-1
StrIndAn,t005,3.0,3.0,24.0,Ing0203-1
TecCosAn,t006,3.0,3.0,20.0,Ing0203-1
Mat1Cn,t007,,4.0,170.0,Ing0203-1
MecRazCn,t008,3.0,3.0,150.0,Ing0203-1
DisCn,t009,3.0,3.0,150.0,Ing0203-1
TecMatCn,t010,3.0,3.0,110.0,Ing0203-1
ArcTecCn,t011,3.0,3.0,80.0,Ing0203-1
DisEdiCn,t009,3.0,3.0,44.0,Ing0203-1
Idr2Cn,t012,3.0,3.0,64.0,Ing0203-1
Mat1En,t013,5.0,4.0,100.0,Ing0203-1
ChiStaEn,t014,3.0,3.0,130.0,Ing0203-1
ConAutEn,t015,3.0,3.0,130.0,Ing0203-1
RetLogEn,t016,3.0,2.0,92.0,Ing0203-1
TeoRetEn,t017,3.0abc,10.0,130.0,Ing0203-1
ComEleEn,t018,3.0,3.0,130.0,Ing0203-1
EleSis1En,t019,3.0,2.0,105.0,Ing0203-1
MetMatEn,t008,3.0,10.0,32.0,Ing0203-1
RetCal1G1n,t020,3.0,3.0,205.0,Ing0203-1
Mat1G2n,t021,5.0,4.0,170.0,Ing0203-1
ChiG2n,t000,3.0,3.0,210.0,Ing0203-1
DisComEsG2n,t022,1.0,1.0,100.0,Ing0203-1
FonMecG2n,t023,3.0,3.0,210.0,Ing0203-1
TerAppG2n,t024,3.0,3.0,100.0,Ing0203-1
CalProG2n,t025,3.0,3.0,48.0,Ing0203-1
Mat1Mn,t026,5.0,4.0,100.0,Ing0203-1
DisIndMn,t022,2.0,2.0,210.0,Ing0203-1
DisIndEsMn,t022,1.0,1.0,110.0,Ing0203-1
FluMn,t027,3.0,3.0,110.0,Ing0203-1
ComMecMn,t028,3.0,3.0,110.0,Ing0203-1
,t029,3.0,3.0,110.0,Ing0203-1
TecMec1Mn,t030,3.0,3.0,325.0,Ing0203-1
Mat1Ar,t031,3.0,3.0,150.0,Ing0203-1
FonInfAr,t032,3.0,10.0,150.0,Ing0203-1
LabEle1Ar,t033,7.0,1.0,50.0,Ing0203-1
LabEle2Ar,t034,7.0,1.0,50.0,Ing0203-1
LabEle3Ar,t035,7.0,1.0,50.0,Ing0203-1
GeoAppAns,t036,3.0,3.0,12.0,Ing0203-1
IdrNumAns,t037,3.0,3.0,12.0,Ing0203-1
MecSuoAns,t001,3.0,3.0,4.0,Ing0203-1
PriIngAns,t038,3.0abc,3.0,4.0,Ing0203-1
StaPenAns,t004,3.0,3.0,8.0,Ing0203-1
StaAns,t025,3.0,3.0,12.0,Ing0203-1
ArcTecCns,t011,3.0,3.0,16.0,Ing0203-1
EleTel1Ens,t039,3.0,3.0,73.0,Ing0203-1
SisTel1Ens,t040,3.0,3.0,23.0,Ing0203-1
AppIndGns,t041,3.0,3.0,122.0,Ing0203-1
RetCal2Gns,t020,3.0,2.0,12.0,Ing0203-1
TecCos1Cv,t042,3.0,3.0,38073.0,Ing0203-1
StoArcCv,t043,5.0,4.0,48.0,Ing0203-1
TeoStr1Cv,t044,0.0,3.0,28.0,Ing0203-1
MecCom1Cv,t045,3.0,3.0,32.0,Ing0203-1
ArcComCv,t046,3.0,3.0,70.0,Ing0203-1
CalAut1Cv,t047,3.0,3.0,35.0,Ing0203-1
CosZonCv,t042,3.0,3.0,30.0,Ing0203-1
ImpTec1Cv,t048,3.0,3.0,98.0,Ing0203-1
IdrAppCv,t049,-5.0,4.0,30.0,Ing0203-1
RivSpeCv,t050,5.0,4.0,30.0,Ing0203-1
CalEle1Ev,t051,,3.0,93.0,Ing0203-1
CamEle1Ev,t052,3.0,3.0,110.0,Ing0203-1
EleIndEv,t053,5.0,4.0,82.0,Ing0203-1
GesAziGv,t054,5.0,4.0,224.0,Ing0203-1
ChiInd1Gv,t055,5.0abc,4.0,44.0,Ing0203-1
OrgPro1Gv,t056,3.0,2.0,210.0,Ing0203-1
Mac1Mv,t057,5.0,10.0,120.0,Ing0203-1
TerAppMv,t058,5.0,4.0,64.0,Ing0203-1
DisAssMv,,5.0,4.0,65.0,Ing0203-1
MecVibMn,t060,5.0,5.0,-65.0,Ing0203-1
c0006,t000,3.0,3.0,31.0,Ing0607-1
c0011,t001,3.0,3.0,15.0,Ing0607-1
c0018,t002,3.0,3.0,19.0,Ing0607-1
,t003,3.0,3.0,27.0,Ing0607-1
c0027,t002,3.0,3.0,27.0,Ing0607-1
c0046,t004,3.0,3.0,75.0,Ing0607-1
c0050,t005,3.0,1.0,55.0,Ing0607-1
c0051,t006,3.0,3.0,100.0,Ing0607-1
c0059,t007,0.0,3.0,100.0,Ing0607-1
c0064,t008,3.0,3.0,55.0,Ing0607-1
c0073,t009,3.0,2.0,25.0,Ing0607-1
c0080,t010,3.0,3.0,29.0,Ing0607-1
c0085,t011,3.0,3.0,55.0,Ing0607-1
c0091,t011,3.0,3.0,15.0,Ing0607-1
c0097,t012,3.0,3.0,80.0,Ing0607-1
c0099,t013,3.0,3.0,125.0,Ing0607-1
c0101,t014,3.0,3.0,80.0,Ing0607-1
c0105,t015,5.0,3.0,153.0,Ing0607-1
c0109,t016,3.0,3.0,80.0,Ing0607-1
c0128,t017,3.0,3.0,150.0,Ing0607-1
c0137,t018,3.0,10.0,168.0,Ing0607-1
c0142,t019,0.0,2.0,150.0,Ing0607-1
c0143,t020,3.0,3.0,105.0,Ing0607-1
c0154,t021,3.0,2.0,105.0,Ing0607-1
c0180,t000,3.0,3.0,160.0,Ing0607-1
c0184,t022,3.0,3.0,105.0,Ing0607-1
c0185,t023,3.0,2.0,105.0,Ing0607-1
c0189,t024,3.0,3.0,80.0,Ing0607-1
c0199,t025,3.0,3.0,-80.0,Ing0607-1
c0200,t026,3.0,3.0,80.0,Ing0607-1
c0202,t027,3.0,3.0,75.0,Ing0607-1
c0212,t028,3.0,3.0,114.0,Ing0607-1
c0215,t029,3.0,3.0,-83.0,Ing0607-1
c0216,t030,3.0,2.0,114.0,Ing0607-1
c0220,t031,3.0,3.0,78.0,Ing0607-1
c0228,t032,3.0,3.0,83.0,Ing0607-1
c0231,t033,3.0,3.0,65.0,Ing0607-1
c0243,t030,3.0,3.0,55.0,Ing0607-1
c0247,t034,3.0,3.0,58.0,Ing0607-1
c0261,t035,3.0,3.0,109.0,Ing0607-1
c0281,t036,3.0,3.0,49.0,Ing0607-1
c0417,t037,3.0,3.0,15.0,Ing0607-1
c0422,t031,0.0,3.0,35.0,Ing0607-1
c0427,t038,3.0,3.0,58.0,Ing0607-1
c0429,t039,3.0,3.0,125.0,Ing0607-1
c0433,t040,3.0,2.0,15.0,Ing0607-1
c0439,t041,3.0,3.0,30.0,Ing0607-1
c0440,t042,3.0,3.0,15.0,Ing0607-1
c0442,t043,3.0,3.0,15.0,Ing0607-1
c0446,t044,3.0,3.0,5.0,Ing0607-1
c0450,t022,3.0,3.0,65.0,Ing0607-1
c0452,t045,3.0,3.0,49.0,Ing0607-1
c0462,t046,0.0,3.0,66.0,Ing0607-1
c0463,t047,3.0,3.0,66.0,Ing0607-1
c0474,t048,3.0,3.0,42.0,Ing0607-1
c0484,t049,3.0,3.0,47424.0,Ing0607-1
c0495,t050,3.0,3.0,16.0,Ing0607-1
c0513,t051,6.0,4.0,70.0,Ing0607-1
c0516,t052,3.0,10.0,40.0,Ing0607-1
c0524,t012,3.0,2.0,45.0,Ing0607-1
c0519,t053,5.0,5.0,75.0,Ing0607-1
c0533,t054,3.0,3.0,40.0,Ing0607-1
c0536,t055,3.0,3.0,15.0,Ing0607-1
c0600,t056,3.0,3.0,31.0,Ing0607-1
c0718,t057,3.0,3.0,5.0,Ing0607-1
c0793,t058,3.0,3.0,10.0,Ing0607-1
c0803,t016,3.0,3.0,15.0,Ing0607-1
c0806,t059,3.0,3.0,10.0,Ing0607-1
c0816,t060,3.0,3.0,25671.0,Ing0607-1
c0820,t060,3.0,3.0,16.0,Ing0607-1
c0821,t061,3.0,3.0,16.0,Ing0607-1
c0823,t062,3.0,,19.0,Ing0607-1
c0824,t061,3.0,3.0,16.0,Ing0607-1
c0826,t062,3.0,3.0,19.0,Ing0607-1
c0830,t063,3.0,3.0,29.0,Ing0607-1
c0836,t001,3.0,3.0,46.0,Ing0607-1
c0839,t064,3.0,3.0,10.0,Ing0607-1
c0840,t065,3.0,3.0,30.0,Ing0607-1
c0841,t066,3.0,3.0,10.0,Ing0607-1
c0846,t065,3.0,3.0,30.0,Ing0607-1
c0848,t067,3.0,3.0,10.0,Ing0607-1
c0852,t068,3.0,2.0,30.0,Ing0607-1
c0855,t069,7.0,2.0,30.0,Ing0607-1
c0857,t070,7.0,1.0,10.0,Ing0607-1
c0881,t071,3.0,3.0,100.0,Ing0607-1
c0896,t072,3.0,10.0,105.0,Ing0607-1
c0899,t073,3.0,2.0,86.0,Ing0607-1
c0935,t074,6.0,4.0,80.0,Ing0607-1
c0949,t075,7.0,2.0,50.0,Ing0607-1
c0951,t076,7.0,2.0,10.0,Ing0607-1
c0961,t077,7.0,2.0,15.0,Ing0607-1
c0965,t078,7.0,2.0,40.0,Ing0607-1
c1009,t079,3.0,2.0,76.0,Ing0607-1
c1013,t080,0.0,,60.0,Ing0607-1
c1023,t081,3.0,3.0,130.0,Ing0607-1
c1027,t082,5.0,10.0,110.0,Ing0607-1
c1028,t081,3.0,3.0,110.0,Ing0607-1
c1031,t083,5.0,,90.0,Ing0607-1
c1032,t081,3.0,3.0,90.0,Ing0607-1
c1033,t084,5.0,4.0,100.0,Ing0607-1
c1034,t081,3.0,3.0,10812.0,Ing0607-1
c1042,t085,3.0,3.0,100.0,Ing0607-1
c1057,t016,3.0,3.0,30.0,Ing0607-1
c1067,t086,3.0,3.0,15.0,Ing0607-1
c1068,t087,3.0,3.0,38.0,Ing0607-1
c1089,t088,5.0,4.0,130.0,Ing0607-1
c1020,t086,3.0,3.0,22.0,Ing0607-1
c1058,t049,3.0,3.0,55.0,Ing0607-1
c0006,t000,3.0,3.0,129.0,Ing0405-1
c0011,t001,3.0,3.0,18.0,Ing0405-1
c0018,t002,3.0,3.0,51.0,Ing0405-1
c0026,t003,3.0,3.0,20868.0,Ing0405-1
c0027,t004,3.0,3.0,23.0,Ing0405-1
c0046,t005,3.0,3.0,181.0,Ing0405-1
c0050,t006,3.0,2.0,66.0,Ing0405-1
c0051,t007,3.0,3.0,118.0,Ing0405-1
c0059,t008,3.0,3.0,118.0,Ing0405-1
c0064,t009,3.0,3.0,66.0,Ing0405-1
c0073,t010,3.0,3.0,56.0,Ing0405-1
c0080,t011,3.0,3.0,13.0,Ing0405-1
c0085,t012,3.0,3.0,52.0,Ing0405-1
c0091,t012,3.0,3.0,11.0,Ing0405-1
c0097,t013,3.0,3.0,106.0,Ing0405-1
c0099,t014,3.0,3.0,82.0,Ing0405-1
c0101,t015,3.0,3.0,106.0,Ing0405-1
c0105,t016,3.0,3.0,154.0,Ing0405-1
c0109,t017,3.0,3.0,106.0,Ing0405-1
c0128,t018,3.0,3.0,150.0,Ing0405-1
c0137,t019,3.0,2.0,150.0,Ing0405-1
c0142,t020,3.0,2.0,150.0,Ing0405-1
c0143,t021,3.0,3.0,150.0,Ing0405-1
c0154,t022,3.0,3.0,26192.0,Ing0405-1
c0180,t000,,3.0,100.0,Ing0405-1
c0184,t023,3.0,3.0,125.0,Ing0405-1
c0185,t024,3.0,3.0,125.0,Ing0405-1
c0189,t025,3.0,3.0,100.0,Ing0405-1
c0199,t026,3.0,3.0,100.0,Ing0405-1
c0200,t027,3.0,3.0,100.0,Ing0405-1
c0202,t028,3.0,3.0,120.0,Ing0405-1
c0212,t029,3.0,3.0,129.0,Ing0405-1
c0216,t030,4.0,2.0,129.0,Ing0405-1
c0220,t031,3.0,3.0,71.0,Ing0405-1
c0228,t032,3.0,3.0,90.0,Ing0405-1
c0231,t033,3.0,3.0,56.0,Ing0405-1
c0243,t030,4.0,0.0,45.0,Ing0405-1
c0247,t034,3.0,3.0,31.0,Ing0405-1
c0823,t035,5.0,4.0,2.0,Ing0405-1
c0830,t036,3.0,3.0,15.0,Ing0405-1
c0836,t037,3.0,3.0,40.0,Ing0405-1
c0881,t038,3.0,3.0,140.0,Ing0405-1
c0896,t039,3.0,2.0,150.0,Ing0405-1
c0898,t040,3.0,2.0,10.0,Ing0405-1
c0935,t041,5.0,4.0,74.0,Ing0405-1
c0949,t042,7.0,1.0,60.0,Ing0405-1
c0951,t043,7.0,1.0,30.0,Ing0405-1
c0957,t044,7.0,1.0,50.0,Ing0405-1
c0959,t045,7.0,1.0,50.0,Ing0405-1
c0961,t046,7.0,1.0,50.0,Ing0405-1
c0965,t047,7.0,1.0,50.0,Ing0405-1
c0261,t048,3.0,3.0,111.0,Ing0405-1
c0281,t049,3.0,3.0,16375.0,Ing0405-1
c0417,t050,3.0,3.0,15.0,Ing0405-1
c0422,t031,3.0,3.0,7.0,Ing0405-1
c0427,t051,3.0,3.0,28.0,Ing0405-1
c0429,t052,3.0,3.0,,Ing0405-1
c0433,t019,3.0,2.0,15.0,Ing0405-1
c0439,t053,3.0,10.0,30.0,Ing0405-1
c0440,t054,3.0,3.0,15.0,Ing0405-1
c0442,t055,3.0,3.0,15.0,Ing0405-1
c0446,t056,3.0,3.0,1.0,Ing0405-1
c0450,t023,3.0,3.0,50.0,Ing0405-1
c0452,t057,3.0,3.0,30.0,Ing0405-1
c0462,t058,3.0,3.0,18.0,Ing0405-1
c0463,t059,3.0,3.0,18.0,Ing0405-1
c0474,t060,3.0,3.0,61.0,Ing0405-1
c0481,t061,3.0,3.0,10.0,Ing0405-1
c0484,t062,3.0,3.0,30.0,Ing0405-1
c0485,t063,3.0,3.0,30.0,Ing0405-1
c0489,t064,3.0,3.0,11.0,Ing0405-1
c0495,t065,3.0,3.0,16.0,Ing0405-1
c0513,t066,3.0,3.0,50.0,Ing0405-1
c0516,t067,3.0,3.0,30.0,Ing0405-1
c0519,t068,5.0abc,5.0,15.0,Ing0405-1
c1009,t064,3.0,3.0,98.0,Ing0405-1
c1013,t069,3.0,3.0,123.0,Ing0405-1
c1024,t070,5.0,5.0,140.0,Ing0405-1
c1027,t071,5.0,4.0,90.0,Ing0405-1
c1031,t072,5.0,4.0,130.0,Ing0405-1
c1033,t022,5.0,4.0,100.0,Ing0405-1
c1041,t034,3.0,3.0,140.0,Ing0405-1
c1042,t050,3.0,3.0,140.0,Ing0405-1
c0524,t013,3.0,2.0,-15.0,Ing0405-1
c0533,t073,3.0,3.0,6.0,Ing0405-1
c0536,t074,,10.0,5.0,Ing0405-1
c0600,t048,3.0,3.0,30.0,Ing0405-1
c0718,t075,3.0,3.0,1.0,Ing0405-1
c0724,t066,3.0,3.0,50.0,Ing0405-1
c0767,t019,3.0,2.0,60.0,Ing0405-1
c0793,t004,3.0,3.0,5.0,Ing0405-1
c0803,t017,3.0,3.0,9.0,Ing0405-1
c0806,t076,3.0,0.0,1.0,Ing0405-1
c0816,t077,3.0,3.0,4.0,Ing0405-1
c0820,t077,3.0,3.0,5.0,Ing0405-1
c1057,t017,3.0,3.0,5.0,Ing0405-1
c1020,t078,3.0,3.0,23.0,Ing0405-1
c1058,t079,3.0,3.0,66.0,Ing0405-1
c0821,t076,5.0,4.0,2.0,Ing0405-1
LET-STO-StoMed2,t000,3.0,3.0,10.0,Let0304-1
LET-STO-StoMed1,t001,3.0,3.0,140.0,Let0304-1
LET-ITA-LinIta,t002,3.0,3.0,60.0,Let0304-1
LET-ITA-LetIta2,t003,3.0,3.0,90.0,Let0304-1
LET-ITA-EleLinGenFil,t004,3.0abc,3.0,80.0,Let0304-1
LET-GEO-StoCriCin,t005,3.0,3.0,10.0,Let0304-1
LET-GEO-Geo2,t006,3.0,3.0,30.0,Let0304-1
LET-GEO-Geo1,t007,3.0,3.0,80.0,Let0304-1
LET-FIL-StoSci,t008,3.0,3.0,40.0,Let0304-1
LET-FIL-Est,t009,3.0,3.0,50.0,Let0304-1
LET-CST-StoRom,t010,3.0,3.0,60.0,Let0304-1
LET-CST-StoGre,t011,3.0,3.0,40.0,Let0304-1
LET-CST-EpiLat,t012,3.0,3.0,20.0,Let0304-1
LET-CLE-LinLetGre2,t013,3.0,3.0,10.0,Let0304-1
LET-CLE-LinLat,t014,2.0,2.0,80.0,Let0304-1
LET-CLE-LinGre,t015,2.0,2.0,40.0,Let0304-1
LET-CLE-Glo,t016,3.0,3.0,40.0,Let0304-1
LET-CLE-FilCla,t017,3.0,3.0,20.0,Let0304-1
CBC-LIB-StoLibSta,t018,3.0,3.0,40.0,Let0304-1
CBC-LIB-StoBib,t019,3.0,3.0,40.0,Let0304-1
CBC-LIB-PalLat,t020,3.0,3.0,60.0,Let0304-1
CBC-LIB-InfDoc,t021,3.0,3.0,50.0,Let0304-1
CBC-LIB-Cod,t022,3.0,3.0,50.0,Let0304-1
CBC-LIB-ArcSpe,t023,3.0,3.0,30.0,Let0304-1
CBC-LIB-Arc,t024,3.0,3.0,30.0,Let0304-1
CBC-ART-StoTecFot,t025,3.0,3.0,20.0,Let0304-1
CBC-ART-StoTecArt,t026,3.0,3.0,10.0,Let0304-1
CBC-ART-StoRes,t027,3.0,3.0,20.0,Let0304-1
CBC-ART-StoProArtCulMatMed,t028,3.0,3.0,10.0,Let0304-1
CBC-ART-StoMus,t029,3.0,3.0,40.0,Let0304-1
CBC-ART-StoDisGra,t030,3.0,3.0,10.0,Let0304-1
CBC-ART-StoCriCin,t031,3.0,3.0,20.0,Let0304-1
CBC-ART-StoCriArt,t032,3.0,3.0,20.0,Let0304-1
CBC-ART-StoArcMed,t033,3.0,3.0,10.0,Let0304-1
CBC-ART-StoArcCon,t034,3.0,3.0,60.0,Let0304-1
CBC-ART-SocArt,t035,3.0,3.0,30.0,Let0304-1
CBC-ART-MatCarCosResEdiSto,t036,3.0,3.0,60.0,Let0304-1
CBC-ART-EleInfSciCatBenCul,t037,3.0,3.0,20.0,Let0304-1
CBC-ART-ArcStoArtMusA,t038,3.0,3.0,20.0,Let0304-1
CBC-ARC-TopRilMonAnt,t039,3.0,3.0,40.0,Let0304-1
CBC-ARC-Palantro,t040,3.0,3.0,10.0,Let0304-1
CBC-ARC-MatTecAppArc,t041,3.0abc,3.0,40.0,Let0304-1
CBC-ARC-LinLat,t042,2.0,2.0,50.0,Let0304-1
CBC-ARC-Geo1,t043,3.0,3.0,50.0,Let0304-1
CBC-ARC-EtrAntIta,t044,3.0,3.0,-20.0,Let0304-1
CBC-ARC-ArcCriMed,t045,3.0,3.0,20.0,Let0304-1
CBC-ARC-ArcCla2,t046,3.0,3.0,10.0,Let0304-1
c0012,t000,3.0,3.0,34.0,Ing0203-3
c0013,t001,3.0,10.0,17.0,Ing0203-3
c0035,t002,3.0,3.0,16.0,Ing0203-3
c0036,t003,3.0,3.0,16.0,Ing0203-3
c0042,t004,3.0,3.0,86.0,Ing0203-3
c0045,t005,3.0,3.0,86.0,Ing0203-3
c0052,t006,3.0,3.0,149.0,Ing0203-3
c0053,t007,3.0,2.0,92.0,Ing0203-3
c0055,t008,6.0,4.0,163.0,Ing0203-3
c0057,t009,3.0,3.0,23891.0,Ing0203-3
c0094,t010,3.0,3.0,89.0,Ing0203-3
c0098,t011,3.0,3.0,114.0,Ing0203-3
c0104,t012,3.0,3.0,114.0,Ing0203-3
c0107,t013,3.0,3.0,89.0,Ing0203-3
c0112,t014,3.0,3.0,89.0,Ing0203-3
c0114,t015,3.0,3.0,114.0,Ing0203-3
c0116,t006,3.0,3.0,119.0,Ing0203-3
c0117,t016,3.0,3.0,119.0,Ing0203-3
c0130,t017,3.0,2.0,150.0,Ing0203-3
c0151,t018,3.0,3.0,150.0,Ing0203-3
c0158,t019,7.0,1.0,50.0,Ing0203-3
c0159,t020,7.0,1.0,50.0,Ing0203-3
c0160,t021,7.0,1.0,50.0,Ing0203-3
c0177,t010,3.0,3.0,159.0,Ing0203-3
c0179,t022,3.0,3.0,159.0,Ing0203-3
c0181,t023,3.0,3.0,159.0,Ing0203-3
c0198,t024,3.0,2.0,81.0,Ing0203-3
c0210,t025,3.0,3.0,147.0,Ing0203-3
c0214,t026,3.0,3.0,147.0,Ing0203-3
c0218,t027,3.0,3.0,107.0,Ing0203-3
c0223,t001,3.0,3.0,107.0,Ing0203-3
c0226,t028,0.0,3.0,147.0,Ing0203-3
c0227,t029,3.0,3.0,100.0,Ing0203-3
c0254,t030,3.0,3.0,138.0,Ing0203-3
c0259,t031,3.0,2.0,169.0,Ing0203-3
c0271,t032,3.0,3.0,138.0,Ing0203-3
c0457,t033,3.0,3.0,1.0,Ing0203-3
c0481,t034,3.0,3.0,1.0,Ing0203-3
c0511,t035,3.0,3.0,9.0,Ing0203-3
c0579,t036,3.0,3.0,43.0,Ing0203-3
c0580,t036,3.0,3.0,43.0,Ing0203-3
c0595,t037,3.0,3.0,1.0,Ing0203-3
c0632,t038,3.0,3.0,15.0,Ing0203-3
c0625,t039,5.0,4.0,117.0,Ing0203-3
c0624,t040,5.0,4.0,24.0,Ing0203-3
c0063,t041,,4.0,220.0,Ing0203-3
c0286,t042,5.0,4.0,140.0,Ing0203-3
c0308,t037,5.0,4.0,-15.0,Ing0203-3
c0299,t043,,3.0,80.0,Ing0203-3
c299b,t043,2.0,2.0,,Ing0203-3
c0309,t044,3.0,2.0,49.0,Ing0203-3
c309b,t044,2.0,1.0,15.0,Ing0203-3
c0312,t045,3.0,3.0,21.0,Ing0203-3
c0301,t046,5.0,4.0,32.0,Ing0203-3
c0317,t047,3.0,3.0,92.0,Ing0203-3
c0291,t048,5.0,4.0,92.0,Ing0203-3
c0284,t049,5.0,4.0,225.0,Ing0203-3
c0330,t050,5.0,3.0,38.0,Ing0203-3
,t051,3.0,3.0,15.0,Ing0203-3
c0343,t052,3.0,3.0,31.0,Ing0203-3
c0331,t053,5.0,3.0,15.0,Ing0203-3
c0344,t054,3.0,,45.0,Ing0203-3
c0356,t055,5.0,4.0,15.0,Ing0203-3
c0369,t056,5.0,4.0,39.0,Ing0203-3
