course_id,teacher_id,n_lectures,min_working_days,n_students,instance
c1058,t049,30,3,55,Ing0607-1
c0006,t000,30,3,129,Ing0405-1
c0011,t001,30,3,18,Ing0405-1
c0018,t002,30,3,51,Ing0405-1
c0026,t003,30,3,59,Ing0405-1
c0027,t004,30,3,23,Ing0405-1
c0046,t005,30,3,181,Ing0405-1
c0050,t006,30,2,66,Ing0405-1
c0051,t007,30,3,118,Ing0405-1
c0059,t008,30,3,118,Ing0405-1
c0064,t009,30,3,66,Ing0405-1
c0073,t010,30,3,56,Ing0405-1
c0080,t011,30,3,13,Ing0405-1
c0085,t012,30,3,52,Ing0405-1
c0091,t012,30,3,11,Ing0405-1
c0097,t013,30,3,106,Ing0405-1
c0099,t014,30,3,82,Ing0405-1
c0101,t015,30,3,106,Ing0405-1
c0105,t016,30,3,154,Ing0405-1
c0109,t017,30,3,106,Ing0405-1
c0128,t018,30,3,150,Ing0405-1
c0137,t019,30,2,150,Ing0405-1
c0142,t020,30,2,150,Ing0405-1
c0143,t021,30,3,150,Ing0405-1
c0154,t022,30,3,59,Ing0405-1
c0180,t000,30,3,100,Ing0405-1
c0184,t023,30,3,125,Ing0405-1
c0185,t024,30,3,125,Ing0405-1
c0189,t025,30,3,100,Ing0405-1
c0199,t026,30,3,100,Ing0405-1
c0200,t027,30,3,100,Ing0405-1
c0202,t028,30,3,120,Ing0405-1
c0212,t029,30,3,129,Ing0405-1
c0216,t030,40,2,129,Ing0405-1
c0220,t031,30,3,71,Ing0405-1
c0228,t032,30,3,90,Ing0405-1
c0231,t033,30,3,56,Ing0405-1
c0243,t030,40,1,45,Ing0405-1
c0247,t034,30,3,31,Ing0405-1
c0823,t035,50,4,2,Ing0405-1
c0830,t036,30,3,15,Ing0405-1
c0836,t037,30,3,40,Ing0405-1
c0881,t038,30,3,140,Ing0405-1
c0896,t039,30,2,150,Ing0405-1
c0898,t040,30,2,10,Ing0405-1
c0935,t041,50,4,74,Ing0405-1
c0949,t042,70,1,60,Ing0405-1
c0951,t043,70,1,30,Ing0405-1
c0957,t044,70,1,50,Ing0405-1
c0959,t045,70,1,50,Ing0405-1
c0961,t046,70,1,50,Ing0405-1
c0965,t047,70,1,50,Ing0405-1
c0261,t048,30,3,111,Ing0405-1
c0281,t049,30,3,59,Ing0405-1
c0417,t050,30,3,15,Ing0405-1
c0422,t031,30,3,7,Ing0405-1
c0427,t051,30,3,28,Ing0405-1
c0429,t052,30,3,58,Ing0405-1
c0433,t019,30,2,15,Ing0405-1
c0439,t053,30,5,30,Ing0405-1
c0440,t054,30,3,15,Ing0405-1
c0442,t055,30,3,15,Ing0405-1
c0446,t056,30,3,1,Ing0405-1
c0450,t023,30,3,50,Ing0405-1
c0452,t057,30,3,30,Ing0405-1
c0462,t058,30,3,18,Ing0405-1
c0463,t059,30,3,18,Ing0405-1
c0474,t060,30,3,61,Ing0405-1
c0481,t061,30,3,10,Ing0405-1
c0484,t062,30,3,30,Ing0405-1
c0485,t063,30,3,30,Ing0405-1
c0489,t064,30,3,11,Ing0405-1
c0495,t065,30,3,16,Ing0405-1
c0513,t066,30,3,50,Ing0405-1
c0516,t067,30,3,30,Ing0405-1
c0519,t068,50,5,15,Ing0405-1
c1009,t064,30,3,98,Ing0405-1
c1013,t069,30,3,123,Ing0405-1
c1024,t070,50,5,140,Ing0405-1
c1027,t071,50,4,90,Ing0405-1
c1031,t072,50,4,130,Ing0405-1
c1033,t022,50,4,100,Ing0405-1
c1041,t034,30,3,140,Ing0405-1
c1042,t050,30,3,140,Ing0405-1
c0524,t013,30,2,15,Ing0405-1
c0533,t073,30,3,6,Ing0405-1
c0536,t074,30,5,5,Ing0405-1
c0600,t048,30,3,30,Ing0405-1
c0718,t075,30,3,1,Ing0405-1
c0724,t066,30,3,50,Ing0405-1
c0767,t019,30,2,60,Ing0405-1
c0793,t004,30,3,5,Ing0405-1
c0803,t017,30,3,9,Ing0405-1
c0806,t076,30,1,1,Ing0405-1
c0816,t077,30,3,4,Ing0405-1
c0820,t077,30,3,5,Ing0405-1
c1057,t017,30,3,5,Ing0405-1
c1020,t078,30,3,23,Ing0405-1
c1058,t079,30,3,66,Ing0405-1
c0821,t076,50,4,2,Ing0405-1
LET-STO-StoMed2,t000,30,3,10,Let0304-1
LET-STO-StoMed1,t001,30,3,140,Let0304-1
LET-ITA-LinIta,t002,30,3,60,Let0304-1
LET-ITA-LetIta2,t003,30,3,90,Let0304-1
LET-ITA-EleLinGenFil,t004,30,3,80,Let0304-1
LET-GEO-StoCriCin,t005,30,3,10,Let0304-1
LET-GEO-Geo2,t006,30,3,30,Let0304-1
LET-GEO-Geo1,t007,30,3,80,Let0304-1
LET-FIL-StoSci,t008,30,3,40,Let0304-1
LET-FIL-Est,t009,30,3,50,Let0304-1
LET-CST-StoRom,t010,30,3,60,Let0304-1
LET-CST-StoGre,t011,30,3,40,Let0304-1
LET-CST-EpiLat,t012,30,3,20,Let0304-1
LET-CLE-LinLetGre2,t013,30,3,10,Let0304-1
LET-CLE-LinLat,t014,20,2,80,Let0304-1
LET-CLE-LinGre,t015,20,2,40,Let0304-1
LET-CLE-Glo,t016,30,3,40,Let0304-1
LET-CLE-FilCla,t017,30,3,20,Let0304-1
CBC-LIB-StoLibSta,t018,30,3,40,Let0304-1
CBC-LIB-StoBib,t019,30,3,40,Let0304-1
CBC-LIB-PalLat,t020,30,3,60,Let0304-1
CBC-LIB-InfDoc,t021,30,3,50,Let0304-1
CBC-LIB-Cod,t022,30,3,50,Let0304-1
CBC-LIB-ArcSpe,t023,30,3,30,Let0304-1
CBC-LIB-Arc,t024,30,3,30,Let0304-1
CBC-ART-StoTecFot,t025,30,3,20,Let0304-1
CBC-ART-StoTecArt,t026,30,3,10,Let0304-1
CBC-ART-StoRes,t027,30,3,20,Let0304-1
CBC-ART-StoProArtCulMatMed,t028,30,3,10,Let0304-1
CBC-ART-StoMus,t029,30,3,40,Let0304-1
CBC-ART-StoDisGra,t030,30,3,10,Let0304-1
CBC-ART-StoCriCin,t031,30,3,20,Let0304-1
CBC-ART-StoCriArt,t032,30,3,20,Let0304-1
CBC-ART-StoArcMed,t033,30,3,10,Let0304-1
CBC-ART-StoArcCon,t034,30,3,60,Let0304-1
CBC-ART-SocArt,t035,30,3,30,Let0304-1
CBC-ART-MatCarCosResEdiSto,t036,30,3,60,Let0304-1
CBC-ART-EleInfSciCatBenCul,t037,30,3,20,Let0304-1
CBC-ART-ArcStoArtMusA,t038,30,3,20,Let0304-1
CBC-ARC-TopRilMonAnt,t039,30,3,40,Let0304-1
CBC-ARC-Palantro,t040,30,3,10,Let0304-1
CBC-ARC-MatTecAppArc,t041,30,3,40,Let0304-1
CBC-ARC-LinLat,t042,20,2,50,Let0304-1
CBC-ARC-Geo1,t043,30,3,50,Let0304-1
CBC-ARC-EtrAntIta,t044,30,3,20,Let0304-1
CBC-ARC-ArcCriMed,t045,30,3,20,Let0304-1
CBC-ARC-ArcCla2,t046,30,3,10,Let0304-1
c0012,t000,30,3,34,Ing0203-3
c0013,t001,30,5,17,Ing0203-3
c0035,t002,30,3,16,Ing0203-3
c0036,t003,30,3,16,Ing0203-3
c0042,t004,30,3,86,Ing0203-3
c0045,t005,30,3,86,Ing0203-3
c0052,t006,30,3,149,Ing0203-3
c0053,t007,30,2,92,Ing0203-3
c0055,t008,60,4,163,Ing0203-3
c0057,t009,30,3,59,Ing0203-3
c0094,t010,30,3,89,Ing0203-3
c0098,t011,30,3,114,Ing0203-3
c0104,t012,30,3,114,Ing0203-3
c0107,t013,30,3,89,Ing0203-3
c0112,t014,30,3,89,Ing0203-3
c0114,t015,30,3,114,Ing0203-3
c0116,t006,30,3,119,Ing0203-3
c0117,t016,30,3,119,Ing0203-3
c0130,t017,30,2,150,Ing0203-3
c0151,t018,30,3,150,Ing0203-3
c0158,t019,70,1,50,Ing0203-3
c0159,t020,70,1,50,Ing0203-3
c0160,t021,70,1,50,Ing0203-3
c0177,t010,30,3,159,Ing0203-3
c0179,t022,30,3,159,Ing0203-3
c0181,t023,30,3,159,Ing0203-3
c0198,t024,30,2,81,Ing0203-3
c0210,t025,30,3,147,Ing0203-3
c0214,t026,30,3,147,Ing0203-3
c0218,t027,30,3,107,Ing0203-3
c0223,t001,30,3,107,Ing0203-3
c0226,t028,1,3,147,Ing0203-3
c0227,t029,30,3,100,Ing0203-3
c0254,t030,30,3,138,Ing0203-3
c0259,t031,30,2,169,Ing0203-3
c0271,t032,30,3,138,Ing0203-3
c0457,t033,30,3,1,Ing0203-3
c0481,t034,30,3,1,Ing0203-3
c0511,t035,30,3,9,Ing0203-3
c0579,t036,30,3,43,Ing0203-3
c0580,t036,30,3,43,Ing0203-3
c0595,t037,30,3,1,Ing0203-3
c0632,t038,30,3,15,Ing0203-3
c0625,t039,50,4,117,Ing0203-3
c0624,t040,50,4,24,Ing0203-3
c0063,t041,30,4,220,Ing0203-3
c0286,t042,50,4,140,Ing0203-3
c0308,t037,50,4,15,Ing0203-3
c0299,t043,30,3,80,Ing0203-3
c299b,t043,20,2,58,Ing0203-3
c0309,t044,30,2,49,Ing0203-3
c309b,t044,20,1,15,Ing0203-3
c0312,t045,30,3,21,Ing0203-3
c0301,t046,50,4,32,Ing0203-3
c0317,t047,30,3,92,Ing0203-3
c0291,t048,50,4,92,Ing0203-3
c0284,t049,50,4,225,Ing0203-3
c0330,t050,50,3,38,Ing0203-3
nan,t051,30,3,15,Ing0203-3
c0343,t052,30,3,31,Ing0203-3
c0331,t053,50,3,15,Ing0203-3
c0344,t054,30,3,45,Ing0203-3
c0356,t055,50,4,15,Ing0203-3
c0369,t056,50,4,39,Ing0203-3
c0352,t057,50,4,75,Ing0203-3
c0363,t058,1,4,25,Ing0203-3
c0348,t059,50,5,198,Ing0203-3
c0358,t018,50,4,80,Ing0203-3
c0364,t060,50,4,68,Ing0203-3
c0365,t061,50,4,68,Ing0203-3
c0353,t062,50,4,73,Ing0203-3
c0381,t063,50,4,95,Ing0203-3
c0402,t064,30,3,38,Ing0203-3
c0395,t065,50,4,21,Ing0203-3
c0007,t000,30,3,15,Ing0506-2
c0009,t001,30,3,25,Ing0506-2
c0015,t002,30,3,25,Ing0506-2
c0019,t003,30,3,45,Ing0506-2
c0020,t004,30,3,15,Ing0506-2
c0023,t005,30,3,135,Ing0506-2
c0024,t006,30,3,35,Ing0506-2
c0044,t007,30,3,120,Ing0506-2
c0047,t008,30,3,128,Ing0506-2
c0049,t009,30,3,77,Ing0506-2
c0056,t010,30,3,120,Ing0506-2
c0058,t011,30,3,128,Ing0506-2
c0061,t012,30,3,77,Ing0506-2
c0062,t013,30,3,77,Ing0506-2
c0069,t014,30,3,120,Ing0506-2
c0072,t015,30,2,135,Ing0506-2
c0074,t016,30,1,40,Ing0506-2
c0095,t017,30,3,100,Ing0506-2
c0103,t018,30,3,100,Ing0506-2
c0106,t019,30,3,165,Ing0506-2
c0108,t020,30,3,100,Ing0506-2
c0110,t011,30,3,190,Ing0506-2
c0113,t021,30,3,130,Ing0506-2
c0115,t022,30,3,160,Ing0506-2
c0118,t023,30,3,40,Ing0506-2
c0127,t024,30,3,100,Ing0506-2
c0129,t025,30,2,150,Ing0506-2
c0131,t026,30,2,150,Ing0506-2
c0132,t026,30,2,130,Ing0506-2
c0133,t027,40,1,120,Ing0506-2
c0152,t028,30,3,150,Ing0506-2
c0153,t029,30,2,130,Ing0506-2
c0178,t030,30,3,90,Ing0506-2
c0191,t031,30,2,90,Ing0506-2
c0193,t032,30,3,59,Ing0506-2
c0195,t010,30,3,90,Ing0506-2
c0201,t033,30,2,119,Ing0506-2
c0203,t028,30,3,92,Ing0506-2
c0206,t034,30,3,90,Ing0506-2
c0211,t020,30,3,140,Ing0506-2
c0213,t035,30,1,140,Ing0506-2
c0217,t036,30,3,120,Ing0506-2
c0219,t037,30,2,100,Ing0506-2
c0221,t038,30,3,100,Ing0506-2
c0225,t039,30,3,80,Ing0506-2
c0230,t040,30,3,145,Ing0506-2
c0232,t041,30,3,65,Ing0506-2
c0238,t042,30,3,140,Ing0506-2
c0252,t043,30,3,128,Ing0506-2
c0253,t044,30,3,70,Ing0506-2
c0257,t045,30,3,169,Ing0506-2
c0279,t042,30,3,122,Ing0506-2
c0411,t046,30,3,80,Ing0506-2
c0412,t047,30,3,30,Ing0506-2
c0423,t048,30,3,30,Ing0506-2
c0428,t047,30,3,15,Ing0506-2
c0430,t040,30,3,59,Ing0506-2
nan,t049,30,3,45,Ing0506-2
c0443,t025,30,3,30,Ing0506-2
c0444,t050,30,3,15,Ing0506-2
c0449,t044,30,3,15,Ing0506-2
c0455,t051,30,3,82,Ing0506-2
c0464,t052,30,3,67,Ing0506-2
c0467,t053,30,3,37,Ing0506-2
c0478,t054,30,3,75,Ing0506-2
c0479,t009,30,3,53,Ing0506-2
c0487,t055,30,3,45,Ing0506-2
c0496,t056,30,3,32,Ing0506-2
c0497,t057,30,3,15,Ing0506-2
c0503,t058,30,3,37,Ing0506-2
c0512,t059,30,5,100,Ing0506-2
c0515,t060,30,3,122,Ing0506-2
c0520,t019,30,3,100,Ing0506-2
c0526,t021,30,3,30,Ing0506-2
c0530,t059,30,3,30,Ing0506-2
c0532,t061,30,3,20,Ing0506-2
c0534,t062,30,3,20,Ing0506-2
c0535,t063,30,3,30,Ing0506-2
c0537,t064,30,3,20,Ing0506-2
c0538,t064,30,3,20,Ing0506-2
c0539,t065,30,3,30,Ing0506-2
c0554,t004,30,3,20,Ing0506-2
c0602,t066,30,3,52,Ing0506-2
c0722,t067,30,3,100,Ing0506-2
c0723,t068,30,2,10,Ing0506-2
c0725,t065,30,3,100,Ing0506-2
c0730,t008,30,3,15,Ing0506-2
c0737,t032,30,3,53,Ing0506-2
c0742,t069,30,3,56,Ing0506-2
c0746,t056,30,3,128,Ing0506-2
c0789,t070,30,3,5,Ing0506-2
c0794,t071,30,3,10,Ing0506-2
c0795,t070,30,3,30,Ing0506-2
c0804,t072,30,3,5,Ing0506-2
c0807,t073,30,3,5,Ing0506-2
c0808,t074,30,3,15,Ing0506-2
c0822,t075,30,3,5,Ing0506-2
c0835,t076,30,3,30,Ing0506-2
c0847,t046,30,3,60,Ing0506-2
c0883,t077,70,2,40,Ing0506-2
c0897,t078,30,2,70,Ing0506-2
c0932,t079,30,3,65,Ing0506-2
c0936,t067,30,3,70,Ing0506-2
c0955,t080,70,2,58,Ing0506-2
c0963,t081,70,2,50,Ing0506-2
c0975,t082,1,2,50,Ing0506-2
c0980,t083,70,2,60,Ing0506-2
c0983,t084,70,2,50,Ing0506-2
c0998,t085,30,3,100,Ing0506-2
c1053,t086,30,2,30,Ing0506-2
c1062,t087,30,3,40,Ing0506-2
c1066,t088,30,3,20,Ing0506-2
c1069,t057,30,3,20,Ing0506-2
c1072,t089,30,3,60,Ing0506-2
c1074,t090,30,3,30,Ing0506-2
c1077,t063,30,3,50,Ing0506-2
c1001,t091,30,2,70,Ing0506-2
c0812,t092,50,4,20,Ing0506-2
c0088,t093,30,3,85,Ing0506-2
c0089,t093,30,3,50,Ing0506-2
c1022,t094,30,2,10,Ing0506-2
c0006,t000,30,3,136,Ing0304-2
c0011,t001,30,3,16,Ing0304-2
c0018,t002,30,3,27,Ing0304-2
c0026,t003,30,3,21,Ing0304-2
c0027,t004,30,3,20,Ing0304-2
c0028,t005,30,3,20,Ing0304-2
c0041,t006,50,4,155,Ing0304-2
c0046,t007,30,3,140,Ing0304-2
c0049,t008,30,3,86,Ing0304-2
c0051,t009,30,3,140,Ing0304-2
c0059,t010,30,3,140,Ing0304-2
c0064,t011,30,3,86,Ing0304-2
c0065,t012,30,3,59,Ing0304-2
nan,t013,30,3,96,Ing0304-2
c0085,t014,30,3,54,Ing0304-2
c0091,t015,30,3,16,Ing0304-2
c0093,t016,50,4,100,Ing0304-2
c0097,t017,30,3,85,Ing0304-2
c0099,t018,30,3,101,Ing0304-2
c0101,t019,20,5,165,Ing0304-2
c101e,t019,10,1,85,Ing0304-2
c200e,t019,10,1,80,Ing0304-2
c0105,t020,30,3,201,Ing0304-2
c0109,t021,30,3,85,Ing0304-2
c0128,t022,30,3,131,Ing0304-2
c0142,t023,30,2,131,Ing0304-2
c0154,t024,1,3,135,Ing0304-2
c0176,t025,50,4,133,Ing0304-2
c0180,t000,30,3,165,Ing0304-2
c0184,t026,30,2,139,Ing0304-2
c0185,t027,30,3,254,Ing0304-2
c0189,t028,30,3,80,Ing0304-2
c0199,t029,30,3,80,Ing0304-2
c0202,t030,30,3,86,Ing0304-2
c0209,t031,50,4,59,Ing0304-2
c0212,t032,30,3,136,Ing0304-2
c0216,t033,30,5,136,Ing0304-2
c0220,t034,30,3,101,Ing0304-2
c0228,t035,30,3,100,Ing0304-2
c0231,t036,30,3,59,Ing0304-2
c0243,t033,30,3,65,Ing0304-2
c0247,t037,30,3,127,Ing0304-2
c0261,t038,30,2,241,Ing0304-2
c0281,t039,30,3,40,Ing0304-2
c0294,t034,30,2,43,Ing0304-2
c0324,t040,30,3,72,Ing0304-2
c0412,t041,30,3,59,Ing0304-2
c0420,t042,30,3,71,Ing0304-2
c0427,t043,30,3,26,Ing0304-2
c0429,t044,30,3,203,Ing0304-2
c0433,t045,30,3,40,Ing0304-2
c0439,t040,30,3,38,Ing0304-2
c0440,t046,30,3,68,Ing0304-2
c0442,t047,30,3,8,Ing0304-2
c0446,nan,30,5,1,Ing0304-2
c0450,t026,30,3,16,Ing0304-2
c0452,t048,30,3,8,Ing0304-2
c0462,t040,30,2,4,Ing0304-2
c0463,t040,30,2,4,Ing0304-2
c0474,t049,30,3,86,Ing0304-2
c0485,t008,30,2,3,Ing0304-2
c0489,t040,30,2,2,Ing0304-2
c0495,t050,30,3,30,Ing0304-2
c0533,t051,30,2,59,Ing0304-2
c0536,t052,30,2,2,Ing0304-2
c0600,t038,30,3,9,Ing0304-2
c0718,t053,30,2,1,Ing0304-2
c0742,t054,30,3,71,Ing0304-2
c0763,t055,50,4,71,Ing0304-2
c0767,t045,30,3,85,Ing0304-2
c0792,t056,30,3,12,Ing0304-2
c0793,t040,30,3,4,Ing0304-2
c0803,t040,30,2,2,Ing0304-2
c0806,t057,30,2,1,Ing0304-2
c0816,t014,30,3,6,Ing0304-2
c0820,t015,30,3,8,Ing0304-2
c0830,t058,30,3,12,Ing0304-2
c0881,t059,30,3,123,Ing0304-2
c0896,t060,30,3,135,Ing0304-2
c0935,t061,50,5,100,Ing0304-2
c0943,t062,30,3,86,Ing0304-2
c0306,t063,50,4,40,Ing0304-2
c0388,t064,50,1,87,Ing0304-2
c0951,t065,70,1,13,Ing0304-2
c0949,t066,70,1,65,Ing0304-2
c0961,t067,70,1,15,Ing0304-2
c0959,t068,70,1,70,Ing0304-2
c0957,t069,70,1,50,Ing0304-2
c0965,t070,70,1,45,Ing0304-2
c0519,t071,50,5,93,Ing0304-2
c0513,t072,50,4,58,Ing0304-2
c0815,t073,50,1,4,Ing0304-2
c0823,t074,50,4,41,Ing0304-2
c0821,t075,50,4,42,Ing0304-2
